set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,19,9.275238385597493,0.46376191927987465,optimal,0.7371881689759903,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,20,9.242455794849143,0.46212278974245713,optimal,0.7473231879994273,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,21,9.057449443284622,0.4528724721642311,optimal,0.6534291689749807,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,22,9.648561297304578,0.48242806486522893,optimal,0.6296786240127403,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,23,8.860153296951685,0.44300766484758425,optimal,0.6769996280199848,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,24,9.106012559752312,0.4553006279876156,optimal,0.706801776017528,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,25,10.02401659746936,0.501200829873468,optimal,0.7102090459957253,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,26,9.187351372213664,0.4593675686106832,optimal,0.6831737750035245,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,27,9.529848216466169,0.47649241082330845,optimal,0.6568054139788728,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,28,9.019561230582706,0.45097806152913533,optimal,0.7735517660039477,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,29,8.833237468326212,0.4416618734163106,optimal,0.8176862130057998,21239,39882,130664
sens-alerts20,Digex-r0,Digex,trajectory,B1,0,11.716297220377879,0.5858148610188939,optimal,1.5323827720130794,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,1,12.234305432079958,0.611715271603998,optimal,1.4645878960145637,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,2,12.774703528658979,0.638735176432949,optimal,1.2791027079802006,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,3,11.657318669292563,0.5828659334646281,optimal,1.494987754005706,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,4,12.777823020993285,0.6388911510496642,optimal,1.2490016039810143,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,5,12.099661635303603,0.6049830817651801,optimal,1.430650192021858,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,6,12.47110878847422,0.623555439423711,optimal,1.229643193015363,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,7,11.801367579589167,0.5900683789794583,optimal,1.2673866100085434,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,8,12.167504151267647,0.6083752075633824,optimal,1.2330694739939645,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,9,12.402438752525704,0.6201219376262852,optimal,1.2704091600026004,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,10,11.318080925784882,0.5659040462892441,optimal,1.262772981019225,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,11,12.099916029940816,0.6049958014970408,optimal,1.4842756200232543,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,12,13.119638987772912,0.6559819493886456,optimal,1.2871189680008683,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,13,12.328493512911646,0.6164246756455822,optimal,1.456495061982423,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,14,12.180503584375975,0.6090251792187987,optimal,1.254201612988254,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,15,12.301846200276644,0.6150923100138322,optimal,1.5295887330139522,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,16,12.301963370837154,0.6150981685418577,optimal,1.2264951019897126,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,17,12.490528505623377,0.6245264252811689,optimal,1.4646332260163035,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,18,12.351126249927997,0.6175563124963999,optimal,1.243496001989115,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,19,12.295207547594238,0.6147603773797119,optimal,1.2705031299847178,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,20,11.887592255284012,0.5943796127642006,optimal,1.455236909998348,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,21,11.530957842897472,0.5765478921448736,optimal,1.237391970003955,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,22,12.444618193503588,0.6222309096751795,optimal,1.4715401070134249,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,23,11.95092708844645,0.5975463544223225,optimal,1.2745968390081543,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,24,12.113244924519103,0.6056622462259551,optimal,1.502350494993152,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,25,12.496691498198865,0.6248345749099433,optimal,1.292999773984775,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,26,12.641493320382024,0.6320746660191012,optimal,1.4785058289999142,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,27,11.839142371676877,0.5919571185838438,optimal,1.266112975019496,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,28,12.550918015864854,0.6275459007932427,optimal,1.2717487590271048,31366,52505,158880
sens-alerts20,Digex-r0,Digex,trajectory,B1,29,11.843449826904367,0.5921724913452183,optimal,1.4749957479943987,31366,52505,158880
sens-alerts20,Easynet-r0,Easynet,trajectory,B1,0,7.64374994804305,0.3821874974021525,optimal,0.7366354299883824,18641,36897,117983
sens-alerts20,Easynet-r0,Easynet,trajectory,B1,1,7.473863711407074,0.3736931855703537,optimal,0.7365625570237171,18641,36897,117983
sens-alerts20,Easynet-r0,Easynet,trajectory,B1,2,6.262963324268974,0.3131481662134487,optimal,0.8340108869888354,18641,36897,117983
sens-alerts20,Easynet-r0,Easynet,trajectory,B1,3,7.352764028563955,0.36763820142819775,optimal,0.8439972360210959,18641,36897,117983
sens-alerts20,Easynet-r0,Easynet,trajectory,B1,4,7.276081152710226,0.3638040576355113,optimal,0.7535090899909846,18641,36897,117983
